Adresse;StimmArt;Bezirk;Bezirksname;WBezArt;Wahlbezirk;Briefwahlbezirk;AghWkr;BunWkr;OstWest;Datum;Zeit;WberIns;WberA1;WberA1p;WberA2;WberA2p;WberA3;WberA3p;Waehler;Waehlerp;Wahlsch;Wahlschp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p;P43;P43p;P44;P44p;P45;P45p;P46;P46p;P47;P47p;P48;P48p;P49;P49p;P50;P50p;P51;P51p;P52;P52p;P53;P53p;P54;P54p;P55;P55p;P56;P56p;P57;P57p;P58;P58p;P59;P59p;P60;P60p;aufn;Hinweis
12W410;1;12;*Reinickendorf;W;410;124B;04;77;W;24.02.12;01:18:36;1028;743;72,3;285;27,7;0;0,0;510;49,6;0;0,0;476;93,3;34;6,7;120;25,2;13;2,7;148;31,1;34;7,1;81;17,0;42;8,8;6;1,3;14;2,9;0;0,0;10;2,1;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;7;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W411;1;12;*Reinickendorf;W;411;124G;04;77;W;24.02.12;01:17:09;894;604;67,6;290;32,4;0;0,0;421;47,1;0;0,0;409;97,1;12;2,9;110;26,9;22;5,4;111;27,1;27;6,6;50;12,2;58;14,2;5;1,2;6;1,5;0;0,0;12;2,9;2;0,5;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W412;1;12;*Reinickendorf;W;412;124D;04;77;W;24.02.12;01:17:09;1371;863;62,9;508;37,1;0;0,0;627;45,7;0;0,0;612;97,6;15;2,4;135;22,1;33;5,4;159;26,0;99;16,2;80;13,1;48;7,8;14;2,3;16;2,6;0;0,0;9;1,5;11;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;8;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W413;1;12;*Reinickendorf;W;413;124E;04;77;W;24.02.12;01:17:09;1338;678;50,7;660;49,3;0;0,0;526;39,3;0;0,0;513;97,5;13;2,5;168;32,7;16;3,1;120;23,4;70;13,6;53;10,3;54;10,5;9;1,8;9;1,8;0;0,0;4;0,8;7;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W414;1;12;*Reinickendorf;W;414;124H;04;77;W;24.02.12;01:17:09;1421;861;60,6;560;39,4;0;0,0;589;41,4;0;0,0;581;98,6;8;1,4;128;22,0;32;5,5;158;27,2;77;13,3;67;11,5;54;9,3;14;2,4;17;2,9;0;0,0;0;0,0;13;2,2;0;0,0;19;3,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W415;1;12;*Reinickendorf;W;415;124N;04;77;W;24.02.12;01:17:09;1355;798;58,9;557;41,1;0;0,0;532;39,3;0;0,0;512;96,2;20;3,8;87;17,0;37;7,2;109;21,3;121;23,6;53;10,4;38;7,4;8;1,6;32;6,3;0;0,0;6;1,2;16;3,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W416;1;12;*Reinickendorf;W;416;124I;04;77;W;24.02.12;01:18:35;1334;1022;76,6;312;23,4;0;0,0;325;24,4;0;0,0;315;96,9;10;3,1;84;26,7;13;4,1;73;23,2;30;9,5;69;21,9;4;1,3;12;3,8;17;5,4;0;0,0;7;2,2;5;1,6;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;Teilwiederholungswahl 2024
12W417;1;12;*Reinickendorf;W;417;124J;04;77;W;24.02.12;01:18:35;1350;904;67,0;446;33,0;0;0,0;390;28,9;0;0,0;378;96,9;12;3,1;126;33,3;15;4,0;94;24,9;37;9,8;66;17,5;13;3,4;2;0,5;13;3,4;0;0,0;2;0,5;5;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;Teilwiederholungswahl 2024
12W418;1;12;*Reinickendorf;W;418;124H;04;77;W;24.02.12;01:18:35;1379;985;71,4;394;28,6;0;0,0;577;41,8;0;0,0;544;94,3;33;5,7;116;21,3;43;7,9;138;25,4;62;11,4;86;15,8;36;6,6;14;2,6;16;2,9;0;0,0;17;3,1;10;1,8;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W419;1;12;*Reinickendorf;W;419;124G;04;77;W;24.02.12;01:17:09;1445;908;62,8;537;37,2;0;0,0;543;37,6;0;0,0;530;97,6;13;2,4;159;30,0;22;4,2;144;27,2;57;10,8;56;10,6;49;9,2;7;1,3;17;3,2;0;0,0;9;1,7;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;8;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W420;1;12;*Reinickendorf;W;420;124I;04;77;W;24.02.12;01:18:36;1284;984;76,6;300;23,4;0;0,0;345;26,9;0;0,0;338;98,0;7;2,0;84;24,9;16;4,7;83;24,6;37;10,9;75;22,2;11;3,3;10;3,0;12;3,6;0;0,0;2;0,6;3;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;Teilwiederholungswahl 2024
12W421;1;12;*Reinickendorf;W;421;124K;04;77;W;24.02.12;01:17:09;1123;744;66,3;379;33,7;0;0,0;564;50,2;0;0,0;546;96,8;18;3,2;146;26,7;24;4,4;116;21,2;71;13,0;73;13,4;55;10,1;6;1,1;25;4,6;0;0,0;14;2,6;9;1,6;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W422;1;12;*Reinickendorf;W;422;124L;04;77;W;24.02.12;01:17:09;1172;801;68,3;371;31,7;0;0,0;569;48,5;0;0,0;554;97,4;15;2,6;125;22,6;28;5,1;139;25,1;71;12,8;79;14,3;59;10,6;9;1,6;15;2,7;0;0,0;8;1,4;17;3,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W423;1;12;*Reinickendorf;W;423;124K;04;77;W;24.02.12;01:17:09;1303;865;66,4;438;33,6;0;0,0;575;44,1;0;0,0;562;97,7;13;2,3;111;19,8;31;5,5;141;25,1;88;15,7;63;11,2;51;9,1;13;2,3;18;3,2;0;0,0;20;3,6;16;2,8;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;8;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W424;1;12;*Reinickendorf;W;424;124M;04;77;W;24.02.12;01:17:09;1305;833;63,8;472;36,2;0;0,0;469;35,9;0;0,0;452;96,4;17;3,6;110;24,3;18;4,0;121;26,8;41;9,1;72;15,9;38;8,4;3;0,7;25;5,5;0;0,0;15;3,3;8;1,8;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W425;1;12;*Reinickendorf;W;425;124M;04;77;W;24.02.12;01:17:10;1000;635;63,5;365;36,5;0;0,0;493;49,3;0;0,0;476;96,6;17;3,4;126;26,5;24;5,0;124;26,1;49;10,3;68;14,3;36;7,6;5;1,1;16;3,4;0;0,0;14;2,9;8;1,7;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W426;1;12;*Reinickendorf;W;426;124L;04;77;W;24.02.12;01:17:10;963;621;64,5;342;35,5;0;0,0;337;35,0;0;0,0;328;97,3;9;2,7;90;27,4;21;6,4;107;32,6;30;9,1;29;8,8;28;8,5;7;2,1;6;1,8;0;0,0;4;1,2;3;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W427;1;12;*Reinickendorf;W;427;124N;04;77;W;24.02.12;01:17:10;1245;820;65,9;425;34,1;0;0,0;428;34,4;0;0,0;414;96,7;14;3,3;70;16,9;18;4,3;123;29,7;47;11,4;56;13,5;36;8,7;9;2,2;19;4,6;0;0,0;15;3,6;14;3,4;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W501;1;12;*Reinickendorf;W;501;125A;05;77;W;24.02.12;01:17:10;1178;807;68,5;371;31,5;0;0,0;412;35,0;0;0,0;407;98,8;5;1,2;138;33,9;14;3,4;68;16,7;73;17,9;74;18,2;15;3,7;6;1,5;13;3,2;0;0,0;3;0,7;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;Teilwiederholungswahl 2024
12W502;1;12;*Reinickendorf;W;502;125B;05;77;W;24.02.12;01:17:10;1274;688;54,0;586;46,0;0;0,0;517;40,6;0;0,0;506;97,9;11;2,1;156;30,8;20;4,0;95;18,8;50;9,9;81;16,0;56;11,1;9;1,8;18;3,6;0;0,0;7;1,4;11;2,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W503;1;12;*Reinickendorf;W;503;125A;05;77;W;24.02.12;01:18:36;1318;867;65,8;451;34,2;0;0,0;335;25,4;0;0,0;330;98,5;5;1,5;112;33,9;9;2,7;66;20,0;53;16,1;59;17,9;13;3,9;5;1,5;5;1,5;0;0,0;5;1,5;2;0,6;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;Teilwiederholungswahl 2024
12W504;1;12;*Reinickendorf;W;504;125E;05;77;W;24.02.12;01:18:36;1231;924;75,1;307;24,9;0;0,0;465;37,8;0;0,0;437;94,0;28;6,0;103;23,6;16;3,7;117;26,8;35;8,0;80;18,3;39;8,9;6;1,4;16;3,7;0;0,0;12;2,7;12;2,7;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W505;1;12;*Reinickendorf;W;505;125C;05;77;W;24.02.12;01:17:10;842;521;61,9;321;38,1;0;0,0;359;42,6;0;0,0;347;96,7;12;3,3;132;38,0;6;1,7;94;27,1;13;3,7;52;15,0;21;6,1;4;1,2;11;3,2;0;0,0;8;2,3;5;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W506;1;12;*Reinickendorf;W;506;125C;05;77;W;24.02.12;01:18:36;859;621;72,3;238;27,7;0;0,0;391;45,5;0;0,0;370;94,6;21;5,4;100;27,0;19;5,1;103;27,8;23;6,2;68;18,4;28;7,6;2;0,5;9;2,4;0;0,0;12;3,2;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W507;1;12;*Reinickendorf;W;507;125C;05;77;W;24.02.12;01:17:10;806;611;75,8;195;24,2;0;0,0;317;39,3;0;0,0;315;99,4;2;0,6;73;23,2;21;6,7;88;27,9;15;4,8;50;15,9;26;8,3;4;1,3;12;3,8;0;0,0;15;4,8;6;1,9;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W508;1;12;*Reinickendorf;W;508;125D;05;77;W;24.02.12;01:17:10;628;506;80,6;122;19,4;0;0,0;261;41,6;0;0,0;250;95,8;11;4,2;52;20,8;21;8,4;63;25,2;17;6,8;46;18,4;14;5,6;4;1,6;18;7,2;0;0,0;9;3,6;6;2,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W509;1;12;*Reinickendorf;W;509;125B;05;77;W;24.02.12;01:17:10;958;771;80,5;187;19,5;0;0,0;390;40,7;0;0,0;382;97,9;8;2,1;73;19,1;24;6,3;122;31,9;21;5,5;84;22,0;22;5,8;2;0,5;10;2,6;0;0,0;13;3,4;9;2,4;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W510;1;12;*Reinickendorf;W;510;125F;05;77;W;24.02.12;01:18:36;737;570;77,3;167;22,7;0;0,0;273;37,0;0;0,0;259;94,9;14;5,1;54;20,8;16;6,2;68;26,3;24;9,3;42;16,2;23;8,9;2;0,8;9;3,5;0;0,0;13;5,0;5;1,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
12W511;1;12;*Reinickendorf;W;511;125D;05;77;W;24.02.12;01:17:10;1143;916;80,1;227;19,9;0;0,0;414;36,2;0;0,0;403;97,3;11;2,7;82;20,3;34;8,4;109;27,0;23;5,7;67;16,6;26;6,5;6;1,5;19;4,7;0;0,0;9;2,2;21;5,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;;
